#BLOCK   PARTNER   MY_BETA PART_BETA   DELTA_BDELTA_E  ACCEPTED
0         3   4.26599   2.59099     1.675    23.082         1
1         1   4.26599   6.70544  -2.43946   2.33462         0
2         3   4.26599   2.59099     1.675  -9.84751         0
3         1   4.26599   6.70544  -2.43946  -11.1995         1
4         3   4.26599   2.59099     1.675    15.528         1
5         1   4.26599   6.70544  -2.43946  -4.02643         1
6         3   4.26599   2.59099     1.675    -7.844         0
7         1   4.26599   6.70544  -2.43946   6.52296         0
8         3   4.26599   2.59099     1.675  -6.63769         0
9         1   4.26599   6.70544  -2.43946   3.62972         0
10         3   4.26599   2.59099     1.675  -2.12649         0
11         1   4.26599   6.70544  -2.43946    12.244         0
12         3   4.26599   2.59099     1.675  -2.12649         0
13         1   4.26599   6.70544  -2.43946   6.87978         0
14         3   4.26599   2.59099     1.675  -5.97803         0
15         1   4.26599   6.70544  -2.43946   6.87978         0
16         3   4.26599   2.59099     1.675  -5.97803         0
17         1   4.26599   6.70544  -2.43946   6.87978         0
18         3   4.26599   2.59099     1.675  -4.11723         0
19         1   4.26599   6.70544  -2.43946   6.24922         0
20         3   4.26599   2.59099     1.675   4.54653         1
21         1   4.26599   6.70544  -2.43946  -2.39902         1
22         3   4.26599   2.59099     1.675  -2.14752         0
23         1   4.26599   6.70544  -2.43946   2.39902         0
24         3   4.26599   2.59099     1.675   7.03169         1
25         1   4.26599   6.70544  -2.43946  -5.33584         1
26         3   4.26599   2.59099     1.675   1.05447         1
27         1   4.26599   6.70544  -2.43946  0.561248         0
28         3   4.26599   2.59099     1.675  -1.05447         1
29         1   4.26599   6.70544  -2.43946   1.61571         0
30         3   4.26599   2.59099     1.675   6.05948         1
31         1   4.26599   6.70544  -2.43946  -6.74404         1
32         3   4.26599   2.59099     1.675   4.35504         1
33         1   4.26599   6.70544  -2.43946   2.96052         0
34         3   4.26599   2.59099     1.675  -4.02817         0
35         1   4.26599   6.70544  -2.43946   2.96052         0
36         3   4.26599   2.59099     1.675  -4.02817         0
37         1   4.26599   6.70544  -2.43946   2.96052         0
38         3   4.26599   2.59099     1.675  -2.97535         0
39         1   4.26599   6.70544  -2.43946   2.96052         0
40         3   4.26599   2.59099     1.675  -6.64014         0
41         1   4.26599   6.70544  -2.43946  -0.48196         1
42         3   4.26599   2.59099     1.675  -5.93587         0
43         1   4.26599   6.70544  -2.43946   0.48196         1
44         3   4.26599   2.59099     1.675  -6.41783         0
45         1   4.26599   6.70544  -2.43946  -0.48196         1
46         3   4.26599   2.59099     1.675  -4.57223         0
47         1   4.26599   6.70544  -2.43946   5.36969         0
48         3   4.26599   2.59099     1.675  -5.30602         0
49         1   4.26599   6.70544  -2.43946   5.36969         0
50         3   4.26599   2.59099     1.675  -4.57223         0
51         1   4.26599   6.70544  -2.43946   5.36969         0
52         3   4.26599   2.59099     1.675  -4.57223         0
53         1   4.26599   6.70544  -2.43946   5.36969         0
54         3   4.26599   2.59099     1.675  -6.13747         0
55         1   4.26599   6.70544  -2.43946   5.36969         0
56         3   4.26599   2.59099     1.675  -4.57223         0
57         1   4.26599   6.70544  -2.43946   5.36969         0
58         3   4.26599   2.59099     1.675  -4.57223         0
59         1   4.26599   6.70544  -2.43946   5.36969         0
60         3   4.26599   2.59099     1.675  -4.57223         0
61         1   4.26599   6.70544  -2.43946    5.3199         0
62         3   4.26599   2.59099     1.675  -2.40296         0
63         1   4.26599   6.70544  -2.43946    5.3199         0
64         3   4.26599   2.59099     1.675   1.43617         1
65         1   4.26599   6.70544  -2.43946   3.97073         0
66         3   4.26599   2.59099     1.675  -1.34917         0
67         1   4.26599   6.70544  -2.43946   3.97073         0
68         3   4.26599   2.59099     1.675  -1.34917         0
69         1   4.26599   6.70544  -2.43946   3.97073         0
70         3   4.26599   2.59099     1.675  -1.34917         0
71         1   4.26599   6.70544  -2.43946   3.97073         0
72         3   4.26599   2.59099     1.675  -1.34917         0
73         1   4.26599   6.70544  -2.43946   3.97073         0
74         3   4.26599   2.59099     1.675  -1.34917         0
75         1   4.26599   6.70544  -2.43946   3.97073         0
76         3   4.26599   2.59099     1.675-0.0703463         1
77         1   4.26599   6.70544  -2.43946   4.04108         0
78         3   4.26599   2.59099     1.675 0.0703463         1
79         1   4.26599   6.70544  -2.43946   3.97073         0
80         3   4.26599   2.59099     1.675-0.0703463         1
81         1   4.26599   6.70544  -2.43946   4.04108         0
82         3   4.26599   2.59099     1.675 -0.805349         0
83         1   4.26599   6.70544  -2.43946    1.4608         0
84         3   4.26599   2.59099     1.675  -2.50993         0
85         1   4.26599   6.70544  -2.43946    1.4608         0
86         3   4.26599   2.59099     1.675  -2.50993         0
87         1   4.26599   6.70544  -2.43946    1.4608         0
88         3   4.26599   2.59099     1.675  -2.50993         0
